"building_id","registration_id","borough","house_number","street_name","postcode","of_dwelling_units","infested_dwelling_unit_count","eradicated_unit_count","re_infested_dwelling_unit","filing_date","filing_period_start_date","filling_period_end_date","latitude","longitude","community_board","city_council_district","census_tract_2010","bin","bbl","nta"
"344156","306009","BROOKLYN","161","NEWEL STREET","11222","6","0","0","0","2021-02-16T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.727680","-73.949030","1","33","573","3065755","3026230011","Greenpoint"
"733380","500790","STATEN ISLAND","300","EDGEWATER STREET","10305","11","0","0","0","2024-02-16T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.615778","-74.063300","1","49","6","5042152","5028290070","Rosebank-Shore Acres-Park Hill"
"355173","322333","BROOKLYN","121","PRESIDENT STREET","11231","4","0","0","0","2024-04-19T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.683410","-74.002174","6","39","51","3004456","3003420036","Carroll Gardens-Cobble Hill-Gowanus-Red Hook"
"924358","346557","BROOKLYN","232","7 AVENUE","11215","6","0","0","0","2023-12-26T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.670005","-73.978995","6","39","155","3320092","3009830045","Park Slope"
"296385","304339","BROOKLYN","147","FROST STREET","11211","3","0","0","0","2025-08-20T00:00:00.000","2023-11-01T00:00:00.000","2024-10-31T00:00:00.000","40.718011","-73.945640","1","34","497","3068092","3027340031","East Williamsburg"
"358122","357464","BROOKLYN","389","PUTNAM AVENUE","11216","3","0","0","0","2023-07-10T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.684545","-73.945667","3","36","267","3051701","3018240063","Bedford-Stuyvesant (West)"
"705843","403865","QUEENS","861","WOODWARD AVENUE","11385","4","0","0","0","2021-05-05T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.702903","-73.902286","5","30","585","4083378","4034830034","Ridgewood"
"877716","379778","BROOKLYN","912","MOTHER GASTON BOULEVARD","11212","3","0","0","0","2023-07-06T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.656147","-73.903403","16","42","922","3388522","3036390049","Brownsville"
"233155","302281","BROOKLYN","45","DIAMOND STREET","11222","6","0","0","0","2019-02-07T00:00:00.000","2017-11-01T00:00:00.000","2018-11-30T00:00:00.000","40.724204","-73.946068","1","33","571","3066934","3026840018","Greenpoint"
"29583","611270","MANHATTAN","269","WEST 4 STREET","10014","2","0","0","0","2019-12-20T00:00:00.000","2018-11-01T00:00:00.000","2019-10-31T00:00:00.000","40.735736","-74.003388","2","3","73","1010901","1006130002","West Village"
"128574","345757","BROOKLYN","18","3 STREET","11231","3","0","0","0","2024-04-29T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.678494","-73.995100","6","39","77","3007970","3004640016","Carroll Gardens-Cobble Hill-Gowanus-Red Hook"
"994203","228170","BRONX","1228","INTERVALE AVENUE","10459","3","0","0","0","2023-06-23T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.828795","-73.894658","3","17","125","2114247","2029740006","Crotona Park East"
"81542","207203","BRONX","2305","GRAND AVENUE","10468","52","0","0","0","2023-12-27T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.860138","-73.905038","7","14","253","2014565","2032090060","University Heights (North)-Fordham"
"421982","409100","QUEENS","104-15","35 AVENUE","11368","6","0","0","0","2024-04-22T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.754979","-73.864011","3","21","379","4043365","4017440028","North Corona"
"741614","500813","STATEN ISLAND","36","GRAVES STREET","10314","3","0","0","0","2025-08-21T00:00:00.000","2023-11-01T00:00:00.000","2024-10-31T00:00:00.000","40.604830","-74.129874","2","49","18703","5019708","5007690054","Todt Hill-Emerson Hill-Lighthouse Hill-Manor Heights"
"304728","318491","BROOKLYN","125","GREENPOINT AVENUE","11222","32","0","0","0","2021-04-12T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.730114","-73.955235","1","33","565","3064722","3025580055","Greenpoint"
"505105","418448","QUEENS","143-37","95 AVENUE","11435","3","0","0","0","2024-02-14T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.697628","-73.808738","12","27","208","4213938","4099920045","Jamaica"
"382683","325710","BROOKLYN","867","TROY AVENUE","11203","6","0","0","0","2023-12-21T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.652063","-73.936230","17","41","872","3109125","3048810043","East Flatbush-Rugby"
"84284","206281","BRONX","3004","HEATH AVENUE","10463","35","0","0","0","2025-09-04T00:00:00.000","2023-11-01T00:00:00.000","2024-10-31T00:00:00.000","40.876022","-73.903001","8","14","273","2015736","2032560172","Kingsbridge Heights-Van Cortlandt Village"
"16162","110619","MANHATTAN","188","EAST 75 STREET","10021","23","0","0","0","2021-01-05T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.771891","-73.959662","8","4","128","1043092","1014090043","Upper East Side-Carnegie Hill"
"420550","403684","QUEENS","30-67","33 STREET","11102","17","0","0","0","2023-12-30T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.764587","-73.921043","1","22","63","4009013","4006250018","Astoria (Central)"
"371916","308173","BROOKLYN","110","SOUTH 2 STREET","11249","4","0","0","0","2024-07-03T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.713668","-73.963199","1","34","551","3063088","3024170009","Williamsburg"
"234736","365723","BROOKLYN","45","DUFFIELD STREET","11201","3","0","0","0","2023-12-29T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.697015","-73.984067","2","33","1501","3000229","3001210014","Downtown Brooklyn-DUMBO-Boerum Hill"
"105963","218816","BRONX","3250","RESERVOIR OVAL EAST","10467","3","0","0","0","2024-06-26T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.876075","-73.877815","7","11","423","2018158","2033430029","Norwood"
"930536","226307","BRONX","3473","CORSA AVENUE","10469","10","0","0","0","2021-12-08T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.877653","-73.847802","12","12","386","2093622","2047210017","Eastchester-Edenwald-Baychester"
"437113","405969","QUEENS","28-12","47 STREET","11103","6","0","0","0","2024-04-21T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.762464","-73.908444","1","22","147","4012952","4007200030","Astoria (East)-Woodside (North)"
"886324","380553","BROOKLYN","860","MONROE STREET","11221","3","0","0","0","2024-04-22T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.688758","-73.921897","3","41","375","3391233","3014810034","Bedford-Stuyvesant (East)"
"9460","126426","MANHATTAN","100","CHRISTOPHER STREET","10014","36","0","0","0","2023-12-20T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.733304","-74.004788","2","3","73","1010039","1005880054","West Village"
"387006","339136","BROOKLYN","163","VERNON AVENUE","11206","22","0","0","0","2023-06-22T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.695079","-73.945291","3","36","25901","3048692","3017560070","Bedford-Stuyvesant (West)"
"985050","229244","BRONX","1166","BURKE AVENUE","10469","56","0","0","0","2025-08-29T00:00:00.000","2023-11-01T00:00:00.000","2024-10-31T00:00:00.000","40.871177","-73.853172","11","12","348","2093497","2045810001","Pelham Gardens"
"943814","430476","QUEENS","37-56","87 STREET","11372","84","0","0","0","2022-12-26T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.748889","-73.879427","3","21","279","4445458","4014740012","Jackson Heights"
"232005","816837","BROOKLYN","384","DECATUR STREET","11233","2","0","0","0","2023-12-27T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.682081","-73.927843","3","36","381","3047564","3016820020","Bedford-Stuyvesant (East)"
"17404","100801","MANHATTAN","229","EAST 84 STREET","10028","30","0","0","0","2023-12-19T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.777184","-73.954156","8","5","14601","1048733","1015300013","Upper East Side-Yorkville"
"511937","410890","QUEENS","83-01","101 AVENUE","11416","6","0","0","0","2023-12-27T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.681410","-73.856074","9","32","42","4188250","4090540099","Ozone Park (North)"
"35642","109267","MANHATTAN","159","WEST 78 STREET","10024","4","0","0","0","2023-06-15T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.781955","-73.977587","7","6","165","1030239","1011500008","Upper West Side (Central)"
"88728","224743","BRONX","845","JENNINGS STREET","10459","3","0","0","0","2025-09-12T00:00:00.000","2023-11-01T00:00:00.000","2024-10-31T00:00:00.000","40.832283","-73.893694","3","17","153","2101905","2029650102","Crotona Park East"
"878678","427260","QUEENS","209","BEACH 28 STREET","11691","3","0","0","0","2020-12-10T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.595290","-73.761170","14","31","99802","4533125","4158040022","Far Rockaway-Bayswater"
"711942","500488","STATEN ISLAND","45","AVON PLACE","10301","18","0","0","0","2023-06-22T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.634907","-74.082788","1","49","17","5014724","5005740058","Tompkinsville-Stapleton-Clifton-Fox Hills"
"165327","338271","BROOKLYN","2309","65 STREET","11204","14","0","0","0","2024-09-26T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.612329","-73.978919","11","44","436","3172522","3065590074","Bensonhurst"
"221799","340946","BROOKLYN","832","CLASSON AVENUE","11238","8","0","0","0","2025-08-26T00:00:00.000","2023-11-01T00:00:00.000","2024-10-31T00:00:00.000","40.672438","-73.960969","8","35","215","3029559","3011777501","Prospect Heights"
"92621","202513","BRONX","2365","LORILLARD PLACE","10458","13","0","0","0","2021-12-08T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.855601","-73.889956","6","15","387","2011693","2030550027","Belmont"
"10822","114728","MANHATTAN","333","EAST 5 STREET","10003","24","0","0","0","2019-01-29T00:00:00.000","2017-11-01T00:00:00.000","2018-11-30T00:00:00.000","40.726406","-73.988080","3","2","38","1006249","1004470042","East Village"
"793625","500797","STATEN ISLAND","195","WESTERVELT AVENUE","10301","7","0","0","0","2025-08-26T00:00:00.000","2023-11-01T00:00:00.000","2024-10-31T00:00:00.000","40.643050","-74.083843","1","49","9","5000518","5000280056","St. George-New Brighton"
"117022","215771","BRONX","2162","VALENTINE AVENUE","10457","68","0","0","0","2025-08-25T00:00:00.000","2023-11-01T00:00:00.000","2024-10-31T00:00:00.000","40.854426","-73.899157","5","15","379","2013375","2031440045","Mount Hope"
"1003792","228477","BRONX","602","OAK TERRACE","10454","8","0","0","0","2023-07-11T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.808843","-73.914261","1","8","33","2129134","2025550018","Mott Haven-Port Morris"
"810238","424248","QUEENS","92-02","50 AVENUE","11373","6","0","0","0","2024-01-02T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.740773","-73.871579","4","25","459","4454795","4018667502","Elmhurst"
"885382","225196","BRONX","455","EAST 181 STREET","10457","3","0","0","0","2024-06-20T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.852529","-73.895777","6","15","395","2113784","2030370109","Tremont"
"19191","116793","MANHATTAN","315","EAST 108 STREET","10029","47","0","0","0","2023-12-27T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.791563","-73.940664","11","8","170","1052802","1016800011","East Harlem (South)"
"871112","432461","QUEENS","34-25","105 STREET","11368","4","0","0","0","2024-04-18T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.755689","-73.863335","3","21","379","4534443","4017470090","North Corona"
"226367","371194","BROOKLYN","94","CORNELIA STREET","11221","3","0","0","0","2024-04-21T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.689670","-73.916022","4","37","399","3077498","3033810026","Bushwick (East)"
"158603","307306","BROOKLYN","1574","56 STREET","11219","38","0","0","0","2021-02-23T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.627537","-73.990306","12","44","240","3130783","3054910037","Borough Park"
"17206","139411","MANHATTAN","123","EAST 83 STREET","10028","20","0","0","0","2019-01-16T00:00:00.000","2017-11-01T00:00:00.000","2018-11-30T00:00:00.000","40.777786","-73.957560","8","4","140","1047646","1015120012","Upper East Side-Carnegie Hill"
"811440","422746","QUEENS","13-17","ESTATES LANE","11360","3","0","0","0","2023-12-27T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.787149","-73.787016","7","19","99705","4450949","4058437503","Bay Terrace-Clearview"
"661202","407317","QUEENS","1714","GROVE STREET","11385","3","0","0","0","2021-08-03T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.703275","-73.910772","5","34","547","4082197","4034410002","Ridgewood"
"30032","114215","MANHATTAN","239","WEST 12 STREET","10014","7","0","0","0","2019-01-29T00:00:00.000","2017-11-01T00:00:00.000","2018-11-30T00:00:00.000","40.737649","-74.002317","2","3","77","1011050","1006150083","West Village"
"90956","208297","BRONX","1315","LAFAYETTE AVENUE","10474","38","0","0","0","2019-12-30T00:00:00.000","2018-11-01T00:00:00.000","2019-10-31T00:00:00.000","40.816916","-73.886302","2","17","11502","2006470","2027620123","Hunts Point"
"119030","202666","BRONX","1155","WALTON AVENUE","10452","49","1","1","0","2023-12-31T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.833844","-73.920202","4","16","197","2002961","2024790042","Concourse-Concourse Village"
"19514","133866","MANHATTAN","157","EAST 115 STREET","10029","12","0","0","0","2025-08-18T00:00:00.000","2023-11-01T00:00:00.000","2024-10-31T00:00:00.000","40.797744","-73.941627","11","8","182","1052277","1016430123","East Harlem (North)"
"993227","388943","BROOKLYN","340","NEPTUNE AVENUE","11235","20","0","0","0","2022-02-03T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.580805","-73.965350","13","48","364","3244336","3086630246","Brighton Beach"
"42079","105131","MANHATTAN","550","WEST 146 STREET","10031","20","1","1","0","2023-12-29T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.826485","-73.948510","9","7","229","1061954","1020770055","Hamilton Heights-Sugar Hill"
"284441","301508","BROOKLYN","373","EAST 96 STREET","11212","4","0","0","0","2023-12-27T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.658253","-73.918282","17","41","890","3101938","3046710053","East Flatbush-Remsen Village"
"47492","211318","BRONX","2194","BARNES AVENUE","10462","56","0","0","0","2023-12-31T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.856328","-73.863800","11","13","228","2049434","2043220032","Pelham Parkway-Van Nest"
"923607","382915","BROOKLYN","3692","BEDFORD AVENUE","11229","51","0","0","0","2023-12-18T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.612147","-73.948960","15","48","548","3396874","3067710037","Madison"
"381015","329673","BROOKLYN","141","THAMES STREET","11237","8","0","0","0","2023-07-11T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.705680","-73.927104","1","34","453","3070712","3030100027","East Williamsburg"
"1004920","228515","BRONX","304","EAST 134 STREET","10454","22","0","0","0","2025-08-20T00:00:00.000","2023-11-01T00:00:00.000","2024-10-31T00:00:00.000","40.807812","-73.927743","1","8","1901","2130461","2023090020","Mott Haven-Port Morris"
"378922","302996","BROOKLYN","304","STUYVESANT AVENUE","11233","16","0","0","0","2023-07-11T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.684389","-73.932352","3","36","295","3046080","3016600039","Bedford-Stuyvesant (East)"
"194075","351988","BROOKLYN","102","AVENUE S","11223","12","0","0","0","2025-08-19T00:00:00.000","2023-11-01T00:00:00.000","2024-10-31T00:00:00.000","40.600755","-73.981908","11","43","406","3189913","3070790003","Gravesend (West)"
"947169","384406","BROOKLYN","42","MESEROLE STREET","11206","14","0","0","0","2021-12-20T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.707533","-73.948894","1","34","511","3425485","3030490125","East Williamsburg"
"15598","134145","MANHATTAN","212","EAST 70 STREET","10021","16","0","0","0","2025-08-26T00:00:00.000","2023-11-01T00:00:00.000","2024-10-31T00:00:00.000","40.768027","-73.960617","8","5","12602","1043916","1014247503","Upper East Side-Lenox Hill-Roosevelt Island"
"30006","132996","MANHATTAN","120","WEST 12 STREET","10011","1","0","0","0","2021-02-23T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.736378","-73.998643","2","3","71","1010575","1006070032","West Village"
"661298","405791","QUEENS","2030","GROVE STREET","11385","4","0","0","0","2019-12-30T00:00:00.000","2018-11-01T00:00:00.000","2019-10-31T00:00:00.000","40.707666","-73.906286","5","30","589","4080684","4033850034","Ridgewood"
"772658","501172","STATEN ISLAND","48","RACAL COURT","10314","3","0","0","0","2023-06-30T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.586372","-74.163912","2","51","27702","5117021","5024017501","New Springville-Willowbrook-Bulls Head-Travis"
"44880","213002","BRONX","261","ALEXANDER AVENUE","10454","10","0","0","0","2018-12-23T00:00:00.000","2017-11-01T00:00:00.000","2018-11-30T00:00:00.000","40.810410","-73.924894","1","8","39","2000699","2023140029","Mott Haven-Port Morris"
"321302","350607","BROOKLYN","431","KNICKERBOCKER AVENUE","11237","4","0","0","0","2025-08-29T00:00:00.000","2023-11-01T00:00:00.000","2024-10-31T00:00:00.000","40.699463","-73.919483","4","37","431","3074794","3032790001","Bushwick (West)"
"205719","338495","BROOKLYN","152","BEDFORD AVENUE","11249","6","0","0","0","2023-12-16T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.718719","-73.956790","1","33","517","3061788","3023110024","Williamsburg"
"945618","384254","BROOKLYN","119","HART STREET","11206","8","0","0","0","2025-08-18T00:00:00.000","2023-11-01T00:00:00.000","2024-10-31T00:00:00.000","40.693400","-73.946857","3","36","261","3391827","3017670051","Bedford-Stuyvesant (West)"
"13539","122083","MANHATTAN","302","EAST 38 STREET","10016","20","0","0","0","2023-12-26T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.747187","-73.973802","6","4","78","1078848","1009430057","Murray Hill-Kips Bay"
"12130","118956","MANHATTAN","213","EAST 15 STREET","10003","4","0","0","0","2024-01-01T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.733660","-73.985906","6","2","48","1019525","1008970011","Gramercy"
"315217","334952","BROOKLYN","149","HUNTINGTON STREET","11231","3","0","0","0","2023-07-10T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.676153","-74.000087","6","39","65","3005653","3003790049","Carroll Gardens-Cobble Hill-Gowanus-Red Hook"
"889798","428199","QUEENS","46-40","161 STREET","11358","3","0","0","0","2024-04-23T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.752914","-73.805956","7","20","120701","4523386","4054590046","East Flushing"
"804843","110078","MANHATTAN","381","1 AVENUE","10010","8","0","0","0","2024-01-02T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.736319","-73.978822","6","2","64","1078819","1009280026","Gramercy"
"302915","337674","BROOKLYN","907","GRAND STREET","11211","5","0","0","0","2024-01-03T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.712650","-73.937838","1","34","481","3070466","3029230022","East Williamsburg"
"96335","221797","BRONX","2914","MIDDLETOWN ROAD","10461","3","0","0","0","2023-09-25T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.843573","-73.832419","10","13","264","2074663","2053940009","Throgs Neck-Schuylerville"
"44886","205654","BRONX","270","ALEXANDER AVENUE","10454","14","0","0","0","2023-12-18T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.810555","-73.924764","1","8","39","2000583","2023010002","Mott Haven-Port Morris"
"676505","402234","QUEENS","44-10","MACNISH STREET","11373","294","5","5","0","2024-01-02T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.742327","-73.880089","4","25","46901","4039027","4015610012","Elmhurst"
"284392","317423","BROOKLYN","217","EAST 96 STREET","11212","4","0","0","0","2023-12-19T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.661351","-73.921735","17","41","892","3100723","3046320063","East Flatbush-Remsen Village"
"948232","710573","BRONX","3311","ROMBOUTS AVENUE","10475","2","0","0","0","2023-06-20T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.880689","-73.827978","10","12","46203","2119020","2051410361","Co-op City"
"983115","432462","QUEENS","108-37","CORONA AVENUE","11368","2","0","0","0","2023-12-29T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.742503","-73.854098","4","21","427","4443008","4020090079","Corona"
"164031","309460","BROOKLYN","2347","63 STREET","11204","4","0","0","0","2023-06-22T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.613029","-73.976931","11","44","436","3172416","3065570055","Bensonhurst"
"23246","141223","MANHATTAN","80","JOHN STREET","10038","150","0","0","0","2023-12-19T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.708445","-74.006886","1","1","1502","1001115","1000687501","Financial District-Battery Park City"
"1007206","390461","BROOKLYN","1088","EAST 73 STREET","11234","4","0","0","0","2024-04-25T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.628160","-73.916655","18","46","69601","3345526","3083427501","Marine Park-Mill Basin-Bergen Beach"
"81954","214414","BRONX","424","GRAND CONCOURSE","10451","28","0","0","0","2019-01-10T00:00:00.000","2017-11-01T00:00:00.000","2018-11-30T00:00:00.000","40.816925","-73.928033","1","17","51","2001012","2023430010","Mott Haven-Port Morris"
"359838","344767","BROOKLYN","123","RALPH AVENUE","11221","4","0","0","0","2025-09-02T00:00:00.000","2023-11-01T00:00:00.000","2024-10-31T00:00:00.000","40.685838","-73.923285","3","41","375","3039837","3014870003","Bedford-Stuyvesant (East)"
"810355","403301","QUEENS","21-77","33 STREET","11105","36","0","0","0","2024-01-03T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.775924","-73.908924","1","22","113","4311899","4008307501","Astoria (North)-Ditmars-Steinway"
"92441","204857","BRONX","1504","LONGFELLOW AVENUE","10460","19","0","0","0","2021-12-22T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.832405","-73.886499","3","17","157","2010920","2030080019","Crotona Park East"
"900123","383460","BROOKLYN","275","MANHATTAN AVENUE","11211","14","0","0","0","2022-03-22T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.713200","-73.945889","1","34","503","3397072","3027697501","East Williamsburg"
"110164","206384","BRONX","551","SOUTHERN BOULEVARD","10455","10","10","10","10","2024-05-12T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.812343","-73.903448","2","17","83","2005087","2026830051","Longwood"
"9016","119756","MANHATTAN","65","CARMINE STREET","10014","14","0","0","0","2021-12-13T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.729720","-74.004391","2","3","67","1009770","1005820042","West Village"
"76560","206300","BRONX","2461","ELM PLACE","10458","15","0","0","0","2023-12-18T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.860765","-73.894506","5","15","39902","2011049","2030230097","Fordham Heights"
"38171","124111","MANHATTAN","312","WEST 114 STREET","10026","25","0","0","0","2023-12-28T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.803309","-73.956800","10","9","19702","1055820","1018470066","Harlem (South)"
"892264","381309","BROOKLYN","636","EAST 89 STREET","11236","3","0","0","0","2025-08-26T00:00:00.000","2023-11-01T00:00:00.000","2024-10-31T00:00:00.000","40.641944","-73.909211","18","46","964","3389744","3079930055","Canarsie"
"230646","373447","BROOKLYN","1090","DEAN STREET","11216","4","0","0","0","2023-07-03T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.677266","-73.953940","8","35","221","3030266","3012110029","Crown Heights (North)"
"350376","341881","BROOKLYN","934","PACIFIC STREET","11238","3","0","0","0","2019-06-17T00:00:00.000","2017-11-01T00:00:00.000","2018-11-30T00:00:00.000","40.679904","-73.962677","8","35","203","3027706","3011320027","Prospect Heights"
"397227","371590","BROOKLYN","253","WINDSOR PLACE","11215","3","0","0","0","2023-09-27T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.657736","-73.976595","7","39","171","3027042","3011110044","Windsor Terrace-South Slope"
"309224","304070","BROOKLYN","198","HAWTHORNE STREET","11225","3","0","0","0","2023-06-20T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.657597","-73.954094","9","40","802","3115704","3050460043","Prospect Lefferts Gardens-Wingate"
"381223","359322","BROOKLYN","513","THROOP AVENUE","11221","4","0","0","0","2024-04-23T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.684696","-73.941272","3","36","275","3052123","3018310006","Bedford-Stuyvesant (East)"
"808843","342328","BROOKLYN","251","METROPOLITAN AVENUE","11211","8","0","0","0","2023-10-03T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.714874","-73.958971","1","34","553","3321243","3023520025","Williamsburg"
"973171","432448","QUEENS","27-19","44 DRIVE","11101","168","0","0","0","2023-10-05T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.746942","-73.942245","2","26","1902","4617818","4002680008","Long Island City-Hunters Point"
"27780","134950","MANHATTAN","65","SPRING STREET","10012","6","0","0","0","2023-12-28T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.722399","-73.997330","2","1","43","1007555","1004960035","SoHo-Little Italy-Hudson Square"
"340965","343193","BROOKLYN","740","MYRTLE AVENUE","11205","6","0","0","0","2024-05-13T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.694901","-73.953275","3","33","241","3048580","3017530021","Bedford-Stuyvesant (West)"
"16365","133549","MANHATTAN","167","EAST 77 STREET","10075","20","0","0","0","2019-12-26T00:00:00.000","2018-11-01T00:00:00.000","2019-10-31T00:00:00.000","40.773310","-73.959047","8","4","140","1043198","1014120028","Upper East Side-Carnegie Hill"
"18147","142330","MANHATTAN","402","EAST 90 STREET","10128","78","0","0","0","2023-12-21T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.779272","-73.947142","8","5","152","1050638","1015697501","Upper East Side-Yorkville"
"453564","427777","QUEENS","74-42","62 STREET","11385","3","0","0","0","2025-08-27T00:00:00.000","2023-11-01T00:00:00.000","2024-10-31T00:00:00.000","40.699533","-73.893167","5","30","567","4086855","4035920043","Glendale"
"943151","384709","BROOKLYN","48","BOX STREET","11222","6","0","0","0","2023-12-28T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.737355","-73.954595","1","33","57901","3407383","3024837501","Greenpoint"
