"building_id","registration_id","borough","house_number","street_name","postcode","of_dwelling_units","infested_dwelling_unit_count","eradicated_unit_count","re_infested_dwelling_unit","filing_date","filing_period_start_date","filling_period_end_date","latitude","longitude","community_board","city_council_district","census_tract_2010","bin","bbl","nta"
"335796","370324","BROOKLYN","290","MENAHAN STREET","11237","4","0","0","0","2023-06-23T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.700125","-73.915129","4","37","441","3075944","3033190010","Bushwick (West)"
"889970","380840","BROOKLYN","497","MAPLE STREET","11225","3","0","0","0","2021-05-03T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.661235","-73.944208","9","40","806","3389618","3047930063","Prospect Lefferts Gardens-Wingate"
"198136","324259","BROOKLYN","478","BAINBRIDGE STREET","11233","8","0","0","0","2025-09-05T00:00:00.000","2023-11-01T00:00:00.000","2024-10-31T00:00:00.000","40.682456","-73.918043","3","41","379","3040849","3015097501","Bedford-Stuyvesant (East)"
"302530","344258","BROOKLYN","179","GRAND STREET","11211","3","0","0","0","2024-04-29T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.714359","-73.960916","1","34","553","3062645","3023810033","Williamsburg"
"299019","310629","BROOKLYN","108","GATES AVENUE","11238","3","0","0","0","2025-08-21T00:00:00.000","2023-11-01T00:00:00.000","2024-10-31T00:00:00.000","40.684719","-73.963515","2","35","201","3056705","3019800031","Clinton Hill"
"29042","121594","MANHATTAN","366","WADSWORTH AVENUE","10040","26","0","0","0","2024-12-05T00:00:00.000","2023-11-01T00:00:00.000","2024-10-31T00:00:00.000","40.856371","-73.930149","12","10","279","1064077","1021700268","Washington Heights (North)"
"221663","348137","BROOKLYN","470","CLASSON AVENUE","11238","3","0","0","0","2022-04-26T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.684029","-73.959051","2","35","231","3056940","3019840061","Clinton Hill"
"982382","388453","BROOKLYN","1666","DEAN STREET","11213","8","0","0","0","2024-04-23T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.675919","-73.932472","8","36","309","3035769","3013480012","Crown Heights (North)"
"137962","353786","BROOKLYN","308","12 STREET","11215","8","0","0","0","2024-12-07T00:00:00.000","2023-11-01T00:00:00.000","2024-10-31T00:00:00.000","40.666866","-73.986775","6","39","139","3023201","3010290019","Park Slope"
"54006","229242","BRONX","1130","BURKE AVENUE","10469","56","0","0","0","2025-08-29T00:00:00.000","2023-11-01T00:00:00.000","2024-10-31T00:00:00.000","40.871198","-73.854293","11","12","348","2093490","2045810001","Pelham Gardens"
"184478","375312","BROOKLYN","146","AMITY STREET","11201","7","0","0","0","2025-09-08T00:00:00.000","2023-11-01T00:00:00.000","2024-10-31T00:00:00.000","40.689037","-73.995471","6","39","45","3003130","3002960023","Carroll Gardens-Cobble Hill-Gowanus-Red Hook"
"4558","123889","MANHATTAN","931","8 AVENUE","10019","6","0","0","0","2021-12-09T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.765518","-73.983766","4","6","139","1025434","1010460029","Hell's Kitchen"
"807752","375356","BROOKLYN","231","BEDFORD AVENUE","11211","3","0","0","0","2024-05-08T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.716079","-73.959598","1","34","553","3335728","3023520006","Williamsburg"
"347177","317847","BROOKLYN","1150","OCEAN AVENUE","11230","67","2","2","0","2023-12-25T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.634260","-73.958015","14","45","764","3121360","3052400025","Flatbush (West)-Ditmas Park-Parkville"
"229512","339068","BROOKLYN","654","DAHILL ROAD","11218","24","0","0","0","2019-07-02T00:00:00.000","2017-11-01T00:00:00.000","2018-11-30T00:00:00.000","40.631740","-73.978416","12","44","478","3127430","3054050028","Borough Park"
"658199","412217","QUEENS","1814","GEORGE STREET","11385","3","0","0","0","2022-02-02T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.699490","-73.901184","5","34","557","4086288","4035750013","Ridgewood"
"312273","300052","BROOKLYN","167","HICKS STREET","11201","11","0","0","0","2024-05-09T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.696766","-73.995132","2","33","501","3001846","3002360082","Brooklyn Heights"
"204081","356701","BROOKLYN","1149","BAY RIDGE AVENUE","11219","6","0","0","0","2024-01-03T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.625638","-74.007082","10","43","210","3143175","3057730050","Dyker Heights"
"132","137555","MANHATTAN","132","1 AVENUE","10009","4","0","0","0","2024-04-26T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.727495","-73.985352","3","2","32","1005820","1004350009","East Village"
"1007227","390477","BROOKLYN","1095","EAST 72 STREET","11234","4","0","0","0","2024-12-05T00:00:00.000","2023-11-01T00:00:00.000","2024-10-31T00:00:00.000","40.627491","-73.916976","18","46","69601","3345511","3083427501","Marine Park-Mill Basin-Bergen Beach"
"643298","410027","QUEENS","1612","CENTRE STREET","11385",,,,,"2023-12-29T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.696837","-73.904910","5","34","555","4085608","4035510014","Ridgewood"
"213214","302195","BROOKLYN","3060","BRIGHTON 14 STREET","11235","3","0","0","0","2025-08-18T00:00:00.000","2023-11-01T00:00:00.000","2024-10-31T00:00:00.000","40.578496","-73.955541","13","48","61004","3245636","3087160051","Brighton Beach"
"341507","321159","BROOKLYN","238","NASSAU AVENUE","11222","4","0","0","0","2023-06-25T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.725835","-73.942112","1","33","591","3067115","3026880005","Greenpoint"
"321480","319600","BROOKLYN","873","KNICKERBOCKER AVENUE","11207","6","0","0","0","2024-07-09T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.691358","-73.905242","4","37","409","3079572","3034310002","Bushwick (East)"
"955900","385183","BROOKLYN","34","MESEROLE STREET","11206","3","0","0","0","2025-09-08T00:00:00.000","2023-11-01T00:00:00.000","2024-10-31T00:00:00.000","40.707509","-73.949154","1","34","511","3398138","3030490120","East Williamsburg"
"17042","118036","MANHATTAN","129","EAST 82 STREET","10028","32","0","0","0","2019-12-31T00:00:00.000","2018-11-01T00:00:00.000","2019-10-31T00:00:00.000","40.777114","-73.957929","8","4","140","1073038","1015117501","Upper East Side-Carnegie Hill"
"341171","324721","BROOKLYN","39","NORTH HENRY STREET","11222","6","0","0","0","2023-12-28T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.720532","-73.942730","1","34","477","3069724","3028270023","East Williamsburg"
"972","126731","MANHATTAN","1605","2 AVENUE","10028","8","0","0","0","2024-03-07T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.776135","-73.953026","8","5","138","1048706","1015290023","Upper East Side-Yorkville"
"17981","104659","MANHATTAN","161","EAST 89 STREET","10128","14","0","0","0","2019-02-26T00:00:00.000","2017-11-01T00:00:00.000","2018-11-30T00:00:00.000","40.781144","-73.953478","8","5","14802","1048119","1015180029","Upper East Side-Carnegie Hill"
"113800","201596","BRONX","3758","3 AVENUE","10456","18","0","0","0","2023-12-18T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.836380","-73.902560","3","16","169","2009633","2029270009","Claremont Village-Claremont (East)"
"810582","422100","QUEENS","220-75","67 AVENUE","11364","3","0","0","0","2025-08-20T00:00:00.000","2023-11-01T00:00:00.000","2024-10-31T00:00:00.000","40.745522","-73.755326","11","23","1367","4451741","4076217501","Oakland Gardens-Hollis Hills"
"426742","414246","QUEENS","108-33","39 AVENUE","11368","3","0","0","0","2025-08-22T00:00:00.000","2023-11-01T00:00:00.000","2024-10-31T00:00:00.000","40.751895","-73.857975","3","21","40102","4044795","4017790069","North Corona"
"811177","406166","QUEENS","63-90","AUSTIN STREET","11374","21","0","0","0","2019-01-24T00:00:00.000","2017-11-01T00:00:00.000","2018-11-30T00:00:00.000","40.726994","-73.862380","6","30","69701","4433848","4031040023","Rego Park"
"102603","208450","BRONX","1150","PELHAM PARKWAY SOUTH","10461","50","0","0","0","2025-08-15T00:00:00.000","2023-11-01T00:00:00.000","2024-10-31T00:00:00.000","40.856993","-73.855347","11","13","288","2049244","2043100008","Morris Park"
"945479","384239","BROOKLYN","1252","EAST 19 STREET","11230","8","0","0","0","2025-09-05T00:00:00.000","2023-11-01T00:00:00.000","2024-10-31T00:00:00.000","40.619852","-73.956519","14","44","538","3403720","3067387501","Midwood"
"653691","406433","QUEENS","601","FAIRVIEW AVENUE","11385","4","0","0","0","2025-08-19T00:00:00.000","2023-11-01T00:00:00.000","2024-10-31T00:00:00.000","40.707178","-73.906619","5","30","589","4080674","4033850013","Ridgewood"
"380254","307487","BROOKLYN","47","SUTTON STREET","11222","3","0","0","0","2021-05-31T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.724566","-73.940515","1","33","591","3067204","3026890030","Greenpoint"
"253259","317333","BROOKLYN","945","EAST 26 STREET","11210","27","0","0","0","2021-04-27T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.627642","-73.950887","14","45","750","3206826","3075900023","Midwood"
"892079","381282","BROOKLYN","1665","ROCKAWAY PARKWAY","11236","3","0","0","0","2021-05-02T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.640768","-73.897433","18","46","988","3387945","3082240013","Canarsie"
"216200","330310","BROOKLYN","825","BUSHWICK AVENUE","11221","4","0","0","0","2023-07-13T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.694627","-73.927357","4","34","395","3074037","3032530008","Bushwick (East)"
"12396","109576","MANHATTAN","330","EAST 19 STREET","10003","25","0","0","0","2022-03-23T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.734950","-73.981569","6","2","48","1020501","1009240050","Gramercy"
"396046","314745","BROOKLYN","1085","WILLMOHR STREET","11212","4","0","0","0","2024-01-03T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.656702","-73.918262","17","41","886","3101826","3046690001","East Flatbush-Remsen Village"
"66982","216238","BRONX","2885","EAST 195 STREET","10461","4","0","0","0","2024-10-21T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.853165","-73.831747","10","13","300","2047578","2042420042","Pelham Bay-Country Club-City Island"
"31083","127138","MANHATTAN","207","WEST 21 STREET","10011","6","0","0","0","2023-12-19T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.743026","-73.997066","4","3","87","1014074","1007710035","Chelsea-Hudson Yards"
"631693","412647","QUEENS","4-07","BEACH 20 STREET","11691","75","0","0","0","2023-11-09T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.598432","-73.754255","14","31","99801","4301046","4157670001","Far Rockaway-Bayswater"
"331428","361865","BROOKLYN","1012","MANHATTAN AVENUE","11222","6","0","0","0","2023-12-23T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.733499","-73.954792","1","33","575","3064175","3025230006","Greenpoint"
"26939","136246","MANHATTAN","310","PLEASANT AVENUE","10035","3","0","0","0","2024-05-01T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.795472","-73.932838","11","8","178","1053167","1017150051","East Harlem (North)"
"904535","501364","STATEN ISLAND","15","MARKHAM LANE","10310","5","0","0","0","2024-12-11T00:00:00.000","2023-11-01T00:00:00.000","2024-10-31T00:00:00.000","40.639076","-74.115899","1","49","9701","5151828","5001690001","West New Brighton-Silver Lake-Grymes Hill"
"339393","306106","BROOKLYN","80","MONTAGUE STREET","11201","5","0","0","0","2024-06-19T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.695311","-73.996213","2","33","301","3002038","3002470034","Brooklyn Heights"
"807905","375713","BROOKLYN","47","CARROLL STREET","11231","3","0","0","0","2023-12-27T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.683226","-74.004258","6","39","51","3403315","3003477502","Carroll Gardens-Cobble Hill-Gowanus-Red Hook"
"806370","222340","BRONX","821","CAULDWELL AVENUE","10456","18","0","0","0","2024-07-10T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.820479","-73.908046","1","17","75","2091325","2026260001","Melrose"
"969629","431718","QUEENS","144-26","153 COURT","11434","73","0","0","0","2024-04-18T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.665671","-73.784038","13","31","306","4531128","4150010127","Springfield Gardens (South)-Brookville"
"326598","390622","BROOKLYN","583","LINCOLN PLACE","11216","3","0","0","0","2024-11-05T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.671440","-73.957152","8","35","219","3032136","3012520029","Crown Heights (North)"
"141639","343348","BROOKLYN","444","16 STREET","11215","3","0","0","0","2023-12-21T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.660218","-73.980018","7","39","169","3026944","3011100012","Windsor Terrace-South Slope"
"139101","313961","BROOKLYN","5103","14 AVENUE","11219","30","0","0","0","2021-11-16T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.632478","-73.991170","12","44","236","3138412","3056570007","Borough Park"
"75992","203964","BRONX","1161","ELDER AVENUE","10472","49","0","0","0","2025-08-27T00:00:00.000","2023-11-01T00:00:00.000","2024-10-31T00:00:00.000","40.827503","-73.878931","9","17","5002","2023835","2037390051","Soundview-Bruckner-Bronx River"
"135731","376891","BROOKLYN","6725","10 AVENUE","11219","3","0","0","0","2022-03-24T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.628333","-74.009824","10","43","210","3142742","3057650002","Dyker Heights"
"234539","329310","BROOKLYN","273","DRIGGS AVENUE","11222","8","0","0","0","2023-12-22T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.722586","-73.948648","1","33","499","3067533","3026980019","Greenpoint"
"111444","209773","BRONX","936","REV JAMES POLITE AVENUE","10459","47","0","0","0","2023-12-21T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.821580","-73.898929","2","17","12901","2005373","2026980084","Longwood"
"334925","340267","BROOKLYN","786","MAC DONOUGH STREET","11233","3","0","0","0","2022-03-05T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.684271","-73.915268","16","41","373","3040417","3015020035","Ocean Hill"
"41644","126917","MANHATTAN","516","WEST 142 STREET","10031","3","0","0","0","2024-05-04T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.823804","-73.950193","9","7","225","1061835","1020730147","Hamilton Heights-Sugar Hill"
"324631","311341","BROOKLYN","626","LEONARD STREET","11222","4","0","0","0","2021-05-11T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.726207","-73.951139","1","33","573","3065692","3026210040","Greenpoint"
"35408","113506","MANHATTAN","106","WEST 76 STREET","10023","10","0","0","0","2024-02-14T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.780224","-73.977454","7","6","161","1030140","1011470036","Upper West Side (Central)"
"302330","321241","BROOKLYN","373","GRAND AVENUE","11238","4","0","0","0","2023-10-01T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.684428","-73.962004","2","35","231","3056829","3019820033","Clinton Hill"
"415420","432215","QUEENS","23-12","29 STREET","11105","6","0","0","0","2024-04-20T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.774740","-73.914265","1","22","115","4017550","4008430043","Astoria (North)-Ditmars-Steinway"
"31114","100620","MANHATTAN","257","WEST 21 STREET","10011","10","0","0","0","2023-12-20T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.743792","-73.998881","4","3","87","1014063","1007710009","Chelsea-Hudson Yards"
"661274","404192","QUEENS","1928","GROVE STREET","11385","6","0","0","0","2021-07-28T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.706824","-73.907150","5","30","589","4080939","4033920033","Ridgewood"
"894012","428452","QUEENS","32-11","112 STREET","11369","3","3","3","3","2024-04-25T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.759245","-73.858079","3","21","373","4538124","4017060050","East Elmhurst"
"322628","347858","BROOKLYN","995","LAFAYETTE AVENUE","11221","3","0","0","0","2023-12-21T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.692083","-73.932246","3","36","289","3043479","3016070061","Bedford-Stuyvesant (East)"
"103015","201116","BRONX","1834","PHELAN PLACE","10453","60","0","0","0","2025-08-15T00:00:00.000","2023-11-01T00:00:00.000","2024-10-31T00:00:00.000","40.853065","-73.916590","5","14","24501","2009078","2028790080","University Heights (South)-Morris Heights"
"29208","129703","MANHATTAN","125","WEST WASHINGTON PLACE","10014","30","0","0","0","2023-12-28T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.732827","-74.001537","2","3","71","1010257","1005920080","West Village"
"8667","143555","MANHATTAN","300","BROOME STREET","10002","5","0","0","0","2024-03-05T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.718716","-73.992147","3","1","18","1075906","1004190075","Lower East Side"
"50215","712403","BRONX","420","BOLTON AVENUE","10473","3","0","0","0","2024-05-03T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.814040","-73.857413","9","18","4","2020929","2035000019","Soundview-Clason Point"
"946789","143606","MANHATTAN","101","AVENUE D","10009","78","0","0","0","2023-12-28T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.723308","-73.976323","3","2","2602","1089381","1003777503","East Village"
"443106","420410","QUEENS","59-53","54 STREET","11378","3","0","0","0","2025-08-18T00:00:00.000","2023-11-01T00:00:00.000","2024-10-31T00:00:00.000","40.715810","-73.913659","5","30","53501","4059059","4026290060","Maspeth"
"133156","350825","BROOKLYN","4011","7 AVENUE","11232","43","0","0","0","2023-12-14T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.647917","-74.000202","7","38","9001","3018063","3009190006","Sunset Park (Central)"
"40824","610978","MANHATTAN","133","WEST 136 STREET","10030","2","0","0","0","2023-12-15T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.815236","-73.941442","10","9","228","1058319","1019210018","Harlem (North)"
"135426","332845","BROOKLYN","497","9 STREET","11215","4","0","0","0","2024-04-26T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.666042","-73.979807","6","39","153","3025890","3010907503","Park Slope"
"3380","100769","MANHATTAN","1854","ADAM C POWELL BOULEVARD","10026","28","0","0","0","2023-12-14T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.800846","-73.954270","10","9","216","1055117","1018280030","Harlem (South)"
"24694","108025","MANHATTAN","1646","MADISON AVENUE","10029","8","0","0","0","2023-12-28T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.796043","-73.947739","11","9","17401","1051604","1016150057","East Harlem (South)"
"86176","209644","BRONX","1534","HOLLYWOOD AVENUE","10461","4","0","0","0","2023-09-26T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.843048","-73.827891","10","13","264","2074954","2054030077","Throgs Neck-Schuylerville"
"686115","404416","QUEENS","605","ONDERDONK AVENUE","11385","4","0","0","0","2023-12-29T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.704948","-73.908826","5","34","547","4081451","4034080010","Ridgewood"
"829221","141955","MANHATTAN","270","WEST 43 STREET","10036","873","0","11","0","2023-08-01T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.757477","-73.988294","5","3","119","1087141","1010140058","Midtown-Times Square"
"30829","128085","MANHATTAN","331","WEST 19 STREET","10011","4","0","0","0","2023-12-15T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.743281","-74.001306","4","3","89","1013212","1007430023","Chelsea-Hudson Yards"
"34669","125143","MANHATTAN","101","WEST 70 STREET","10023","10","0","0","0","2023-12-28T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.776192","-73.979914","7","6","157","1029760","1011420032","Upper West Side-Lincoln Square"
"14881","116317","MANHATTAN","16","EAST 62 STREET","10065","4","0","0","0","2021-12-29T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.765779","-73.970806","8","4","11401","1040863","1013760061","Upper East Side-Carnegie Hill"
"921200","383669","BROOKLYN","45","CLERMONT AVENUE","11205","101","0","0","0","2023-12-26T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.696612","-73.971532","2","35","211","3395154","3020330002","Fort Greene"
"930531","226305","BRONX","3462","FENTON AVENUE","10469","15","0","0","0","2021-12-08T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.877545","-73.848754","12","12","386","2093620","2047210017","Eastchester-Edenwald-Baychester"
"628745","917598","QUEENS","40-47","ASKE STREET","11373","2","0","0","0","2024-06-28T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.748190","-73.872860","4","21","467","4039030","4015620001","Elmhurst"
"258865","346113","BROOKLYN","493","EAST 34 STREET","11203","4","0","0","0","2025-08-20T00:00:00.000","2023-11-01T00:00:00.000","2024-10-31T00:00:00.000","40.644728","-73.945022","17","45","854","3110887","3049340060","East Flatbush-Farragut"
"804777","108488","MANHATTAN","15","ESSEX STREET","10002","21","0","0","0","2023-12-27T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.715164","-73.989965","3","1","16","1083702","1002970022","Chinatown-Two Bridges"
"66688","200276","BRONX","444","EAST 187 STREET","10458","28","0","0","0","2023-06-29T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.858043","-73.892265","6","15","385","2011392","2030400007","Belmont"
"186358","350882","BROOKLYN","3835","ATLANTIC AVENUE","11224","2","0","0","0","2025-08-17T00:00:00.000","2023-11-01T00:00:00.000","2024-10-31T00:00:00.000","40.573649","-74.004935","13","47","336","3189343","3070300050","Coney Island-Sea Gate"
"328728","361180","BROOKLYN","1026","LORIMER STREET","11222","3","0","0","0","2021-05-19T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.726205","-73.953184","1","33","561","3065614","3026190053","Greenpoint"
"308273","323319","BROOKLYN","1007","HART STREET","11237","3","0","0","0","2024-05-01T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.705515","-73.919205","4","34","445","3325467","3032220036","Bushwick (West)"
"459004","422341","QUEENS","42-10","66 STREET","11377","3","0","0","0","2024-04-23T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.742874","-73.898215","2","26","247","4031747","4013430053","Woodside"
"249535","313612","BROOKLYN","363","EAST 21 STREET","11226","8","0","0","0","2021-02-25T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.645492","-73.959068","14","40","51001","3117668","3051250081","Flatbush"
"42567","112595","MANHATTAN","534","WEST 152 STREET","10031","29","0","0","0","2023-12-22T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.830068","-73.945393","9","7","237","1062203","1020830055","Hamilton Heights-Sugar Hill"
"302879","363139","BROOKLYN","795","GRAND STREET","11211","7","0","0","0","2021-08-23T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.711889","-73.941460","1","34","495","3069487","3027840029","East Williamsburg"
"12053","123256","MANHATTAN","309","EAST 14 STREET","10003","4","0","0","0","2021-05-02T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.732164","-73.984474","6","2","48","1020390","1009210007","Gramercy"
"303908","371121","BROOKLYN","1411","GREENE AVENUE","11237","3","0","0","0","2023-06-28T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.701248","-73.916397","4","37","443","3075173","3032900046","Bushwick (West)"
"10629","143783","MANHATTAN","5","EAST 3 STREET","10003","8","0","0","0","2023-12-14T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.726190","-73.991291","3","2","38","1082671","1004597501","East Village"
"116583","223961","BRONX","1558","UNIONPORT ROAD","10462","68","2","2","0","2020-12-15T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.837627","-73.858663","9","18","21002","2096714","2039437501","Parkchester"
"11677","106972","MANHATTAN","434","EAST 11 STREET","10009","12","0","0","0","2022-03-01T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.728999","-73.983136","3","2","34","1076972","1004380025","East Village"
"16876","134588","MANHATTAN","108","EAST 81 STREET","10028","17","0","0","0","2021-04-05T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.776691","-73.958940","8","4","140","1047537","1015090064","Upper East Side-Carnegie Hill"
"806006","105050","MANHATTAN","752","WEST 178 STREET","10033","11","0","0","0","2024-10-21T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.848770","-73.939833","12","10","265","1079968","1021770028","Washington Heights (North)"
"403207","413171","QUEENS","26-02","14 STREET","11102","3","0","0","0","2024-05-02T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.773660","-73.928860","1","22","83","4020616","4009020127","Old Astoria-Hallets Point"
"927801","387545","BROOKLYN","106","THOMAS S BOYLAND STREET","11233","4","0","0","0","2020-12-16T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.681300","-73.914165","16","41","371","3398126","3015200041","Ocean Hill"
"105265","210636","BRONX","1813","RADCLIFF AVENUE","10462","7","0","0","0","2023-06-21T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.848188","-73.857455","11","13","244","2045352","2041250030","Morris Park"
"13084","117577","MANHATTAN","245","EAST 31 STREET","10016","1","0","0","0","2024-06-20T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.743381","-73.978437","6","2","7002","1020048","1009120025","Murray Hill-Kips Bay"
"357179","328024","BROOKLYN","482","PROSPECT PLACE","11238","8","0","0","0","2025-08-18T00:00:00.000","2023-11-01T00:00:00.000","2024-10-31T00:00:00.000","40.675949","-73.960722","8","35","305","3028950","3011620045","Crown Heights (North)"
"910288","382641","BROOKLYN","114","WALWORTH STREET","11205","24","0","0","0","2023-12-25T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.695618","-73.954482","3","33","1237","3394364","3017357501","Bedford-Stuyvesant (West)"
"372034","304098","BROOKLYN","374","SOUTH 2 STREET","11211","43","0","0","0","2025-09-08T00:00:00.000","2023-11-01T00:00:00.000","2024-10-31T00:00:00.000","40.709857","-73.952770","1","34","527","3063196","3024240018","Williamsburg"
"18849","130656","MANHATTAN","178","EAST 101 STREET","10029","10","0","0","0","2024-04-24T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.788673","-73.947716","11","8","166","1051812","1016280049","East Harlem (South)"
